Id,SalePrice
1461,120774.3449950439
1462,144126.26335791833
1463,177292.27829092043
1464,190582.1103630777
1465,195966.1347664051
1466,183354.44218609348
1467,171207.72037997472
1468,175462.11903150627
1469,183350.78316119724
1470,122288.26507494561
1471,189876.2559074285
1472,95667.19540987497
1473,106048.52513291179
1474,172055.1733947772
1475,133642.58379928317
1476,206572.38705187294
1477,240647.43643008164
1478,259743.13762634192
1479,257896.40361351767
1480,193415.7084946236
1481,285496.13967713556
1482,201214.2587302052
1483,184401.93191861128
1484,178088.77427833423
1485,176893.92016040045
1486,210708.07168025876
1487,258330.17893107233
1488,244078.09986968653
1489,206564.7953236049
1490,196810.1506112274
1491,192175.60800541332
1492,97183.14919140984
1493,182072.4847795
1494,292127.38157422876
1495,260133.67559699292
1496,212763.66703310085
1497,210538.37545556665
1498,156401.44638247215
1499,156739.32500612806
1500,163687.07567551074
1501,174279.51317606814
1502,155544.16945708927
1503,228656.5745322546
1504,223137.77489289566
1505,217176.98395916948
1506,175339.3796530554
1507,232757.72024577582
1508,185019.67141237258
1509,157505.99922977408
1510,148959.9208936478
1511,151950.22362278245
1512,178339.84926944986
1513,139804.6100294902
1514,153694.88946028444
1515,194972.199892473
1516,154124.07427035322
1517,147998.8299539171
1518,134816.6756584726
1519,213426.97069126915
1520,140630.44050442937
1521,144772.74098767558
1522,162324.11225192013
1523,116733.03477205992
1524,113083.51728805006
1525,114554.62326556242
1526,114228.77023929478
1527,102969.00593643021
1528,126114.93462365589
1529,142270.08125905288
1530,161509.41887096778
1531,147289.11506852193
1532,95657.63244484902
1533,135354.76968245412
1534,126119.89965357223
1535,153981.23321556576
1536,121795.11652446074
1537,103077.08919090229
1538,172442.86980645158
1539,213740.75415674233
1540,129742.38203492599
1541,156778.99039218973
1542,141340.9494963446
1543,208848.02216589847
1544,82818.22615946876
1545,107776.34467214868
1546,132883.39974292731
1547,155680.63130546443
1548,134535.65904712758
1549,120337.83255368467
1550,151884.4070967742
1551,120010.53394733458
1552,159928.05056835644
1553,144756.41321449194
1554,118832.51790923049
1555,171155.47934459805
1556,106662.62366346274
1557,117940.28806470594
1558,100369.99217245262
1559,115374.47824634894
1560,149523.60066024296
1561,135074.9812773742
1562,130599.14557326044
1563,121649.15049180342
1564,162941.6869765971
1565,159728.2270692032
1566,224552.54529025956
1567,82288.83829042572
1568,213741.78989247305
1569,159798.57901075267
1570,136159.5167925479
1571,143282.07015542526
1572,144655.50206387535
1573,225176.24419413463
1574,140315.90932594283
1575,213752.8327444026
1576,206674.2919842237
1577,208923.56894367654
1578,146534.23661124654
1579,144554.12519387432
1580,199215.20895911174
1581,136947.10780418784
1582,126305.28495759441
1583,257468.96750358283
1584,252385.18522767565
1585,144787.05260578135
1586,101362.84832615222
1587,109411.28854175766
1588,145325.90035601333
1589,105799.33096446283
1590,129151.3146594982
1591,97683.34425328024
1592,137119.45932110478
1593,108153.3175895591
1594,130134.70165022819
1595,145106.7578239998
1596,230243.46838709668
1597,166217.15529859657
1598,184039.188066022
1599,176458.10670384803
1600,191999.46076823535
1601,63332.67469215512
1602,111735.033995825
1603,96203.5954287686
1604,258242.82551059918
1605,262127.88801897594
1606,164615.00225806455
1607,163683.5963604497
1608,215291.9667087465
1609,207198.86832667704
1610,171553.34339393943
1611,148321.0765912939
1612,190359.9137347204
1613,177128.47599078342
1614,131638.75291395938
1615,91549.7853587936
1616,91549.7853587936
1617,95242.27858569822
1618,129852.12759150742
1619,135227.70047538087
1620,184027.78817525588
1621,142838.27967372388
1622,145440.40750607455
1623,266485.9549649489
1624,216297.2403237445
1625,118403.52576973931
1626,176613.4928315412
1627,179093.64389069699
1628,280181.0762653115
1629,179280.79525448038
1630,257384.92611245016
1631,212773.7330920262
1632,247374.83978503707
1633,174816.12447925733
1634,185966.12269232565
1635,180450.6211464878
1636,173330.57821505377
1637,178620.34393855598
1638,216320.2901689708
1639,185383.5733333333
1640,205885.97832053268
1641,186107.3008317274
1642,235147.19709796648
1643,248620.53504933696
1644,224522.66600912705
1645,196400.21204301078
1646,154750.7774910393
1647,150032.6141321045
1648,148028.2579392186
1649,133937.92988457673
1650,112921.81476966757
1651,116433.4279928026
1652,97564.88893805457
1653,97642.66007961385
1654,168428.51410361682
1655,148342.9323655914
1656,160667.17748694314
1657,163715.05972964666
1658,181008.32267895536
1659,131664.48554290525
1660,149763.72527070658
1661,204903.06009213574
1662,235584.18287908926
