Id,SalePrice
1461,120728.54389332191
1462,144526.4437846383
1463,177220.37586263192
1464,191031.04849974377
1465,198984.5677421511
1466,182718.60012925498
1467,171034.0467721918
1468,175850.33906241495
1469,184079.42421807593
1470,122870.27785822439
1471,189175.35627747272
1472,95286.99075253146
1473,105508.36056394593
1474,174442.918064516
1475,132551.66934893065
1476,208112.59081960144
1477,239281.94158619782
1478,263321.58415627654
1479,262119.20705205115
1480,192011.82776567517
1481,288312.2870192561
1482,202435.94046166373
1483,184108.95499034124
1484,178512.67100761345
1485,176288.00448037992
1486,210068.7449349402
1487,259536.5767546544
1488,243467.8659648146
1489,206048.33026523303
1490,198377.03039836144
1491,191041.81868807462
1492,96015.74626445449
1493,185515.47077875538
1494,291702.05878648174
1495,265551.6854972394
1496,215463.61535181134
1497,209792.42291238165
1498,155099.10919918068
1499,156054.91375832047
1500,163778.0067147976
1501,174790.93107014842
1502,155634.6979119303
1503,228599.6567102496
1504,221684.67303590183
1505,216857.45133291263
1506,172202.91771121346
1507,235287.8660814133
1508,185015.72008587554
1509,156662.817407066
1510,149392.32499636558
1511,152492.54294232643
1512,179268.88547914452
1513,140626.2548465884
1514,155565.52914708218
1515,195596.35950221826
1516,154519.60779211466
1517,147121.74902784673
1518,135248.0804967548
1519,211541.6898087027
1520,141078.785958708
1521,144422.8637620873
1522,160381.60709677418
1523,115340.55943611078
1524,113775.73134633168
1525,114525.23908914118
1526,114660.05977610298
1527,103390.6437362752
1528,125961.42563314328
1529,141992.36673541518
1530,159789.00602741336
1531,148543.4150537635
1532,95906.72242610436
1533,135062.3106460206
1534,126934.17634022106
1535,155114.55562724016
1536,122159.56720429966
1537,105453.25178047761
1538,177072.1509659694
1539,214615.5468179921
1540,129061.02053443532
1541,156008.70309831033
1542,142080.52345001645
1543,204068.81290322592
1544,80832.39082810587
1545,108465.22354558403
1546,130980.28980635856
1547,157951.82659498195
1548,134425.8847574939
1549,118121.84455729648
1550,152122.02674486802
1551,119928.94217854881
1552,162299.53367127496
1553,145232.27096159745
1554,118296.2326846364
1555,169691.20592165893
1556,105283.7879636356
1557,118146.04092152751
1558,100993.72542359646
1559,115162.02081527075
1560,150496.52127021368
1561,133962.10917330688
1562,130413.2882642089
1563,121868.90689731768
1564,162153.43637480808
1565,158960.75173579107
1566,225175.07637829895
1567,81982.71165339435
1568,211203.86360983102
1569,161586.8323748079
1570,134640.2937532001
1571,141986.2570790859
1572,142872.9371172555
1573,225431.3562574127
1574,141175.85493582897
1575,215806.14547958848
1576,207353.90450411555
1577,208947.43889224046
1578,147248.14434101374
1579,144490.59013824887
1580,198846.0279513569
1581,136037.679801095
1582,126177.11223753684
1583,256010.91984978813
1584,253000.80582138026
1585,143458.81975422433
1586,102630.52125486814
1587,107839.89525057269
1588,145650.67848950328
1589,104452.87671683719
1590,129247.67336619658
1591,97877.99884021
1592,138881.12440078918
1593,107718.22089001321
1594,129213.21330289062
1595,145263.14302099336
1596,225235.16865591396
1597,166306.11121528654
1598,181575.59175251753
1599,174222.6783215565
1600,193097.51576997916
1601,64479.72777045389
1602,112001.04330052745
1603,96465.1033098557
1604,260355.86320106356
1605,263132.4420596851
1606,164616.49197641065
1607,163348.51477128032
1608,215029.49924367748
1609,208009.32904841044
1610,172333.69803634062
1611,148231.9203723875
1612,190823.9401495368
1613,178392.48467741933
1614,131468.4602995392
1615,90773.5709386635
1616,90773.5709386635
1617,96035.08406069054
1618,129689.21273151104
1619,135440.4488455629
1620,190537.80897656383
1621,144466.0081538892
1622,145671.85972017582
1623,263822.8629278201
1624,217250.24555470873
1625,115612.40293582063
1626,175985.19336405525
1627,179130.95136325402
1628,277724.6505741748
1629,177877.4128988932
1630,254726.24910019204
1631,217686.3443550634
1632,246469.0916431917
1633,174304.4785560676
1634,184672.19548838268
1635,180279.36443420374
1636,172517.05496671793
1637,175811.16178187402
1638,216246.84867383508
1639,185864.56926648624
1640,204891.30751477918
1641,184078.57829874422
1642,235174.85525467008
1643,247860.22609845953
1644,222833.09052079663
1645,196548.91888172043
1646,155497.34156495833
1647,151601.63116883114
1648,148624.9233834623
1649,133931.74051282054
1650,113890.52492808271
1651,117853.14502024848
1652,97166.02577557287
1653,97872.56288631157
1654,168868.95281007956
1655,148960.50623246285
1656,160479.25787040903
1657,164657.12128645528
1658,182148.85516175584
1659,131332.2620714053
1660,149764.22243727607
1661,203915.81195586128
1662,233905.73898207894
1663,191913.69635749218
1664,189710.9349577574
1665,276453.6216626437
1666,205735.54578948778
1667,280602.98186727957
1668,226836.42893429677
1669,258018.14211709812
1670,240221.98455271433
1671,240161.0010185364
1672,239118.75698906102
1673,282931.95237945544
1674,250789.5312866136
1675,193425.7080080027
1676,196036.54169468526
1677,215101.04232816282
1678,178222.7685151051
1679,228112.0737006014
1680,257470.3856785167
1681,225375.0935268762
1682,268525.7562979929
1683,186908.73160864678
1684,181549.65307919314
1685,179934.21884904327
1686,173123.25484531952
1687,174540.27354708378
1688,195310.2899432493
1689,193262.05489870245
1690,186831.3711491401
1691,179078.23739589442
1692,236825.25300071744
1693,172225.7606702509
1694,179256.33448074563
1695,176823.1177419357
1696,277175.6929835944
1697,176674.7770967744
1698,231587.599251934
1699,272206.04695590225
1700,245304.06342882023
1701,272060.31073649845
1702,245210.50773720883
1703,273170.71643589635
1704,270787.3460352577
1705,197258.97704737814
1706,189152.03744086024
1707,222927.21321440698
1708,216111.76577103295
1709,238457.4051373645
1710,231030.79956045325
1711,240949.2720621415
1712,258005.1330631196
1713,248287.6600271615
1714,215149.82192543117
1715,205228.0900588152
1716,198423.89195565289
1717,177433.71598538657
1718,142200.23431969463
1719,203417.43689203402
1720,230146.42996997337
1721,168511.73854097066
1722,136015.36643005745
1723,160491.57816282622
1724,218483.44613481264
1725,235380.68088503016
1726,202113.75806451606
1727,181742.47191801103
1728,186554.6349650666
1729,171433.88440361872
1730,184575.63062034742
1731,121865.61948828958
1732,125578.10758106415
1733,112033.75887101423
1734,129570.78288159652
1735,136576.75124936004
1736,120937.87855167614
1737,262469.61426523287
1738,214988.9354609632
1739,222272.37892620225
1740,225521.66477956995
1741,183755.1414402085
1742,173602.3634193548
1743,185136.45412737786
1744,248145.038644216
1745,220987.88639266673
1746,223560.84214620493
1747,218239.91021505394
1748,185833.06643010746
1749,165820.22534562214
1750,137910.94544509254
1751,219802.24639016893
1752,126310.15980509103
1753,147988.43736936522
1754,204995.38179211467
1755,165508.07192012292
1756,112609.59515847954
1757,109131.52752446364
1758,145632.91351561694
1759,152917.1594678583
1760,171014.78899539172
1761,157574.8719161663
1762,173808.75781362006
1763,166660.62795698908
1764,119744.04803854215
1765,164492.04884871395
1766,171404.5097689551
1767,202070.7424731185
1768,139798.56969451674
1769,158189.17855467106
1770,145594.96195084476
1771,141189.62749907767
1772,133360.2244266844
1773,140411.90867232377
1774,146834.85882275572
1775,138997.6989397088
1776,103574.09483475516
1777,103118.51685306034
1778,133779.3529413955
1779,133453.6126966329
1780,172213.31784946215
1781,132319.4437750598
1782,98332.63641475004
1783,140937.32630247157
1784,99324.96451149284
1785,114621.74462744247
1786,180895.1980399386
1787,184003.60163489846
1788,66227.8651011641
1789,104919.10383391948
1790,90060.37137775602
1791,169509.34506439802
1792,147731.00322892165
1793,149107.45828469025
1794,138288.70557874755
1795,127463.33751314633
1796,134263.40198617516
1797,124878.08995838564
1798,135548.19845105434
1799,106601.69267663156
1800,126560.07247687076
1801,133139.02437263727
1802,156354.9291059908
1803,150273.91746189282
1804,138873.18654692968
1805,141555.7959586649
1806,127585.3938941703
1807,138692.58846866884
1808,126073.24283898904
1809,136600.96351953415
1810,153929.9807219662
1811,112065.09421458833
1812,119567.42720670288
1813,126376.77800172527
1814,92719.50242171202
1815,82795.8112959738
1816,95434.55115272723
1817,146125.24853214092
1818,136567.8417460509
1819,130103.73708992079
1820,81225.87499883631
1821,128699.15262207322
1822,161097.1060160699
1823,67117.60819531193
1824,149528.93791090633
1825,151111.02179723515
1826,106647.29883521503
1827,114482.79677232447
1828,143622.0973042871
1829,108449.06286487168
1830,141423.1526083536
1831,163085.78954838714
1832,129922.6477940575
1833,150380.4969073413
1834,145132.47136126237
1835,166374.07395494112
1836,134573.07640552995
1837,85654.65251002963
1838,135239.60119129106
1839,92153.3715041192
1840,168335.02483870977
1841,144116.40043659715
1842,111572.18739889131
1843,142129.9039682539
1844,139172.4949846391
1845,159885.12322375833
1846,151298.21502708763
1847,161858.32229902718
1848,70920.34473623164
1849,124734.94584345048
1850,115802.01443814955
1851,154885.25435553698
1852,140120.3653019488
1853,150468.1212544804
1854,162367.4323096402
1855,151249.9381566821
1856,229312.50491710647
1857,186016.4886021505
1858,152079.69856007004
1859,129243.4822325551
1860,156136.40788802603
1861,128950.15997449061
1862,220112.2999971141
1863,220112.2999971141
1864,220112.2999971141
1865,207789.9659139784
1866,253872.9528000261
1867,223308.75159417617
1868,271070.50343444245
